"Step","experiment_12 - Training Loss / Epoch","experiment_12 - Training Loss / Epoch__MIN","experiment_12 - Training Loss / Epoch__MAX","experiment_11 - Training Loss / Epoch","experiment_11 - Training Loss / Epoch__MIN","experiment_11 - Training Loss / Epoch__MAX","experiment_10 - Training Loss / Epoch","experiment_10 - Training Loss / Epoch__MIN","experiment_10 - Training Loss / Epoch__MAX","experiment_9 - Training Loss / Epoch","experiment_9 - Training Loss / Epoch__MIN","experiment_9 - Training Loss / Epoch__MAX","experiment_8 - Training Loss / Epoch","experiment_8 - Training Loss / Epoch__MIN","experiment_8 - Training Loss / Epoch__MAX","experiment_7 - Training Loss / Epoch","experiment_7 - Training Loss / Epoch__MIN","experiment_7 - Training Loss / Epoch__MAX","experiment_6 - Training Loss / Epoch","experiment_6 - Training Loss / Epoch__MIN","experiment_6 - Training Loss / Epoch__MAX","experiment_5 - Training Loss / Epoch","experiment_5 - Training Loss / Epoch__MIN","experiment_5 - Training Loss / Epoch__MAX","experiment_4 - Training Loss / Epoch","experiment_4 - Training Loss / Epoch__MIN","experiment_4 - Training Loss / Epoch__MAX","experiment_3 - Training Loss / Epoch","experiment_3 - Training Loss / Epoch__MIN","experiment_3 - Training Loss / Epoch__MAX"
"64","4.324587446649361","4.324587446649361","4.324587446649361","4.265201955805044","4.265201955805044","4.265201955805044","4.209422374320457","4.209422374320457","4.209422374320457","4.218810935154595","4.218810935154595","4.218810935154595","4.335937307618768","4.335937307618768","4.335937307618768","4.213718554247981","4.213718554247981","4.213718554247981","4.268113918926405","4.268113918926405","4.268113918926405","4.1883243715671625","4.1883243715671625","4.1883243715671625","4.196188470896552","4.196188470896552","4.196188470896552","4.282510805922701","4.282510805922701","4.282510805922701"
"70","4.289133251170673","4.289133251170673","4.289133251170673","4.240139281963144","4.240139281963144","4.240139281963144","4.184483367158934","4.184483367158934","4.184483367158934","4.187336597906049","4.187336597906049","4.187336597906049","4.307208740497794","4.307208740497794","4.307208740497794","4.188188130898244","4.188188130898244","4.188188130898244","4.240399691454895","4.240399691454895","4.240399691454895","4.161829522198729","4.161829522198729","4.161829522198729","4.171719242849618","4.171719242849618","4.171719242849618","4.2466950791571145","4.2466950791571145","4.2466950791571145"
"76","4.2525281134773705","4.2525281134773705","4.2525281134773705","4.217723610760916","4.217723610760916","4.217723610760916","4.160642277554173","4.160642277554173","4.160642277554173","4.157548447399188","4.157548447399188","4.157548447399188","4.275363660529447","4.275363660529447","4.275363660529447","4.163966949638503","4.163966949638503","4.163966949638503","4.209861263899547","4.209861263899547","4.209861263899547","4.13845147074336","4.13845147074336","4.13845147074336","4.147920950599339","4.147920950599339","4.147920950599339","4.213319085747995","4.213319085747995","4.213319085747995"
"82","4.220902577995339","4.220902577995339","4.220902577995339","4.195771499667936","4.195771499667936","4.195771499667936","4.138073548026707","4.138073548026707","4.138073548026707","4.132994179530522","4.132994179530522","4.132994179530522","4.247053803080488","4.247053803080488","4.247053803080488","4.141958474198265","4.141958474198265","4.141958474198265","4.181640657317608","4.181640657317608","4.181640657317608","4.1176216559641805","4.1176216559641805","4.1176216559641805","4.126021303179319","4.126021303179319","4.126021303179319","4.183030657451171","4.183030657451171","4.183030657451171"
"88","4.194964474424377","4.194964474424377","4.194964474424377","4.17751655493246","4.17751655493246","4.17751655493246","4.111543143496794","4.111543143496794","4.111543143496794","4.10735763674197","4.10735763674197","4.10735763674197","4.2175777278592825","4.2175777278592825","4.2175777278592825","4.119255582085046","4.119255582085046","4.119255582085046","4.151778401621162","4.151778401621162","4.151778401621162","4.098510321448831","4.098510321448831","4.098510321448831","4.102131431974718","4.102131431974718","4.102131431974718","4.155749219152933","4.155749219152933","4.155749219152933"
"94","4.169361490422808","4.169361490422808","4.169361490422808","4.1590148436139005","4.1590148436139005","4.1590148436139005","4.085905433920643","4.085905433920643","4.085905433920643","4.0806770772885175","4.0806770772885175","4.0806770772885175","4.186074767576154","4.186074767576154","4.186074767576154","4.098363188831398","4.098363188831398","4.098363188831398","4.125294236575856","4.125294236575856","4.125294236575856","4.080777011259133","4.080777011259133","4.080777011259133","4.0815614550314905","4.0815614550314905","4.0815614550314905","4.1298974785963285","4.1298974785963285","4.1298974785963285"
"100","4.146178572683993","4.146178572683993","4.146178572683993","4.137820445363174","4.137820445363174","4.137820445363174","4.0597988226834465","4.0597988226834465","4.0597988226834465","4.053130101974663","4.053130101974663","4.053130101974663","4.15608121976828","4.15608121976828","4.15608121976828","4.078201571388927","4.078201571388927","4.078201571388927","4.099353418935595","4.099353418935595","4.099353418935595","4.062156998897757","4.062156998897757","4.062156998897757","4.060133530660663","4.060133530660663","4.060133530660663","4.106779857059879","4.106779857059879","4.106779857059879"
"106","4.123333520901477","4.123333520901477","4.123333520901477","4.119845767765094","4.119845767765094","4.119845767765094","4.033356526928484","4.033356526928484","4.033356526928484","4.027706961192743","4.027706961192743","4.027706961192743","4.1269843581387455","4.1269843581387455","4.1269843581387455","4.0574625654293754","4.0574625654293754","4.0574625654293754","4.0725883684499795","4.0725883684499795","4.0725883684499795","4.044037188410454","4.044037188410454","4.044037188410454","4.039310873926753","4.039310873926753","4.039310873926753","4.08291938847593","4.08291938847593","4.08291938847593"
"112","4.099854482714172","4.099854482714172","4.099854482714172","4.1002040665472865","4.1002040665472865","4.1002040665472865","4.008200236598549","4.008200236598549","4.008200236598549","3.9985459241110957","3.9985459241110957","3.9985459241110957","4.094679937033397","4.094679937033397","4.094679937033397","4.033176076076829","4.033176076076829","4.033176076076829","4.045504895622468","4.045504895622468","4.045504895622468","4.027894605456106","4.027894605456106","4.027894605456106","4.016735237272804","4.016735237272804","4.016735237272804","4.059165668609502","4.059165668609502","4.059165668609502"
"118","4.077315490264112","4.077315490264112","4.077315490264112","4.082875210915685","4.082875210915685","4.082875210915685","3.9829760521574094","3.9829760521574094","3.9829760521574094","3.971544594106162","3.971544594106162","3.971544594106162","4.066353013143515","4.066353013143515","4.066353013143515","4.014269313543958","4.014269313543958","4.014269313543958","4.0149415313740215","4.0149415313740215","4.0149415313740215","4.01246204857936","4.01246204857936","4.01246204857936","3.9942288758504727","3.9942288758504727","3.9942288758504727","4.034527578012413","4.034527578012413","4.034527578012413"
"124","4.053855304522893","4.053855304522893","4.053855304522893","4.0651477514325505","4.0651477514325505","4.0651477514325505","3.9588658946859256","3.9588658946859256","3.9588658946859256","3.9448716125219985","3.9448716125219985","3.9448716125219985","4.034860171625376","4.034860171625376","4.034860171625376","3.993795626303729","3.993795626303729","3.993795626303729","3.9805026450730345","3.9805026450730345","3.9805026450730345","3.995787687923597","3.995787687923597","3.995787687923597","3.971743445872041","3.971743445872041","3.971743445872041","4.0082000295829285","4.0082000295829285","4.0082000295829285"
"130","4.032021785940965","4.032021785940965","4.032021785940965","4.048219907314271","4.048219907314271","4.048219907314271","3.9365605615898778","3.9365605615898778","3.9365605615898778","3.9210254697848463","3.9210254697848463","3.9210254697848463","4.003651219560667","4.003651219560667","4.003651219560667","3.9726857492685927","3.9726857492685927","3.9726857492685927","3.9496371523498572","3.9496371523498572","3.9496371523498572","3.9792301795061897","3.9792301795061897","3.9792301795061897","3.952434687663222","3.952434687663222","3.952434687663222","3.981622945317222","3.981622945317222","3.981622945317222"
"136","4.004377646214517","4.004377646214517","4.004377646214517","4.032150458191972","4.032150458191972","4.032150458191972","3.912208673899131","3.912208673899131","3.912208673899131","3.895386375124802","3.895386375124802","3.895386375124802","3.970675903817882","3.970675903817882","3.970675903817882","3.950652318537388","3.950652318537388","3.950652318537388","3.920253940860329","3.920253940860329","3.920253940860329","3.9603542330319925","3.9603542330319925","3.9603542330319925","3.931403024727121","3.931403024727121","3.931403024727121","3.9497628696739215","3.9497628696739215","3.9497628696739215"
"142","3.9755973910431726","3.9755973910431726","3.9755973910431726","4.015189002846818","4.015189002846818","4.015189002846818","3.888316142894423","3.888316142894423","3.888316142894423","3.8745656159832653","3.8745656159832653","3.8745656159832653","3.940131432260089","3.940131432260089","3.940131432260089","3.9283087674309227","3.9283087674309227","3.9283087674309227","3.8958884285539006","3.8958884285539006","3.8958884285539006","3.9424702612030535","3.9424702612030535","3.9424702612030535","3.913574486742239","3.913574486742239","3.913574486742239","3.923119977916903","3.923119977916903","3.923119977916903"
"148","3.9484041106060643","3.9484041106060643","3.9484041106060643","3.999242203619779","3.999242203619779","3.999242203619779","3.8644963719350907","3.8644963719350907","3.8644963719350907","3.8527953542406905","3.8527953542406905","3.8527953542406905","3.912545831916887","3.912545831916887","3.912545831916887","3.902857421609142","3.902857421609142","3.902857421609142","3.8745466345716317","3.8745466345716317","3.8745466345716317","3.9223080818610425","3.9223080818610425","3.9223080818610425","3.894337411121944","3.894337411121944","3.894337411121944","3.895116265777432","3.895116265777432","3.895116265777432"
"154","3.9213382023984513","3.9213382023984513","3.9213382023984513","3.982685516252542","3.982685516252542","3.982685516252542","3.842589477443939","3.842589477443939","3.842589477443939","3.836973601290027","3.836973601290027","3.836973601290027","3.8855052546162128","3.8855052546162128","3.8855052546162128","3.8793641816624596","3.8793641816624596","3.8793641816624596","3.8531470097544247","3.8531470097544247","3.8531470097544247","3.903535543195427","3.903535543195427","3.903535543195427","3.877394972554863","3.877394972554863","3.877394972554863","3.866742120984265","3.866742120984265","3.866742120984265"
"160","3.8936505156099948","3.8936505156099948","3.8936505156099948","3.9650432170199617","3.9650432170199617","3.9650432170199617","3.817685725134047","3.817685725134047","3.817685725134047","3.8197016316606565","3.8197016316606565","3.8197016316606565","3.862015451006877","3.862015451006877","3.862015451006877","3.857394781868781","3.857394781868781","3.857394781868781","3.83547604785246","3.83547604785246","3.83547604785246","3.885970582437637","3.885970582437637","3.885970582437637","3.8627673558262","3.8627673558262","3.8627673558262","3.844699690104141","3.844699690104141","3.844699690104141"
"166","3.8693721202938147","3.8693721202938147","3.8693721202938147","3.9526029468497352","3.9526029468497352","3.9526029468497352","3.7967074801549887","3.7967074801549887","3.7967074801549887","3.800468422872636","3.800468422872636","3.800468422872636","3.8408989650209238","3.8408989650209238","3.8408989650209238","3.8304123976041593","3.8304123976041593","3.8304123976041593","3.8177970989280956","3.8177970989280956","3.8177970989280956","3.871958175583569","3.871958175583569","3.871958175583569","3.8512933354853365","3.8512933354853365","3.8512933354853365","3.821512839068537","3.821512839068537","3.821512839068537"
"172","3.8441759719873025","3.8441759719873025","3.8441759719873025","3.935659311921395","3.935659311921395","3.935659311921395","3.7774951534198067","3.7774951534198067","3.7774951534198067","3.7881507736337765","3.7881507736337765","3.7881507736337765","3.821166972979865","3.821166972979865","3.821166972979865","3.809198478603607","3.809198478603607","3.809198478603607","3.8020184469954743","3.8020184469954743","3.8020184469954743","3.8553175539006967","3.8553175539006967","3.8553175539006967","3.8380749728673558","3.8380749728673558","3.8380749728673558","3.8026779011997114","3.8026779011997114","3.8026779011997114"
"178","3.8182901345250553","3.8182901345250553","3.8182901345250553","3.9198817734218316","3.9198817734218316","3.9198817734218316","3.7591113102100695","3.7591113102100695","3.7591113102100695","3.770153814874342","3.770153814874342","3.770153814874342","3.8040599069936807","3.8040599069936807","3.8040599069936807","3.783693207804199","3.783693207804199","3.783693207804199","3.7877103803712693","3.7877103803712693","3.7877103803712693","3.840789188509402","3.840789188509402","3.840789188509402","3.8289062836590935","3.8289062836590935","3.8289062836590935","3.7823656821799707","3.7823656821799707","3.7823656821799707"
"184","3.7934881015811737","3.7934881015811737","3.7934881015811737","3.9037828161893295","3.9037828161893295","3.9037828161893295","3.73932152544446","3.73932152544446","3.73932152544446","3.758266800199933","3.758266800199933","3.758266800199933","3.7874414503117046","3.7874414503117046","3.7874414503117046","3.762639978352715","3.762639978352715","3.762639978352715","3.7748363365602615","3.7748363365602615","3.7748363365602615","3.829516923641","3.829516923641","3.829516923641","3.8198295115205028","3.8198295115205028","3.8198295115205028","3.763838835994301","3.763838835994301","3.763838835994301"
"190","3.7730753504101884","3.7730753504101884","3.7730753504101884","3.8861594739777354","3.8861594739777354","3.8861594739777354","3.7218859796328925","3.7218859796328925","3.7218859796328925","3.744913613399886","3.744913613399886","3.744913613399886","3.7707319524891845","3.7707319524891845","3.7707319524891845","3.741640026307167","3.741640026307167","3.741640026307167","3.761684357967523","3.761684357967523","3.761684357967523","3.815880651059358","3.815880651059358","3.815880651059358","3.807975619955136","3.807975619955136","3.807975619955136","3.7468929092597474","3.7468929092597474","3.7468929092597474"
"196","3.753143793481695","3.753143793481695","3.753143793481695","3.8696673754840862","3.8696673754840862","3.8696673754840862","3.7070046157178367","3.7070046157178367","3.7070046157178367","3.7323116314075793","3.7323116314075793","3.7323116314075793","3.757510736165449","3.757510736165449","3.757510736165449","3.7222597897814973","3.7222597897814973","3.7222597897814973","3.748136428920814","3.748136428920814","3.748136428920814","3.803397709146485","3.803397709146485","3.803397709146485","3.801504441539345","3.801504441539345","3.801504441539345","3.7302989621296563","3.7302989621296563","3.7302989621296563"
"202","3.730222192566718","3.730222192566718","3.730222192566718","3.8524186504466456","3.8524186504466456","3.8524186504466456","3.692424135439841","3.692424135439841","3.692424135439841","3.7173190964457326","3.7173190964457326","3.7173190964457326","3.7435970900918516","3.7435970900918516","3.7435970900918516","3.702705242749675","3.702705242749675","3.702705242749675","3.739267541319513","3.739267541319513","3.739267541319513","3.794036034427945","3.794036034427945","3.794036034427945","3.7920728940183244","3.7920728940183244","3.7920728940183244","3.7150814021030047","3.7150814021030047","3.7150814021030047"
"208","3.7132591335364924","3.7132591335364924","3.7132591335364924","3.8324923414708403","3.8324923414708403","3.8324923414708403","3.6782313640160327","3.6782313640160327","3.6782313640160327","3.7055818287612836","3.7055818287612836","3.7055818287612836","3.728777491223172","3.728777491223172","3.728777491223172","3.686579811603517","3.686579811603517","3.686579811603517","3.726723137414059","3.726723137414059","3.726723137414059","3.7837679739803303","3.7837679739803303","3.7837679739803303","3.780348735697129","3.780348735697129","3.780348735697129","3.698936954483657","3.698936954483657","3.698936954483657"
"214","3.6965184187340308","3.6965184187340308","3.6965184187340308","3.8103374480591405","3.8103374480591405","3.8103374480591405","3.6670644905256187","3.6670644905256187","3.6670644905256187","3.6934779111076805","3.6934779111076805","3.6934779111076805","3.7158163676176534","3.7158163676176534","3.7158163676176534","3.6703891702320264","3.6703891702320264","3.6703891702320264","3.7151121901124333","3.7151121901124333","3.7151121901124333","3.772694067272079","3.772694067272079","3.772694067272079","3.7724926865009394","3.7724926865009394","3.7724926865009394","3.684110742090913","3.684110742090913","3.684110742090913"
"220","3.681071150028492","3.681071150028492","3.681071150028492","3.787910714173866","3.787910714173866","3.787910714173866","3.6562976032266836","3.6562976032266836","3.6562976032266836","3.6819063476894214","3.6819063476894214","3.6819063476894214","3.7043250591858574","3.7043250591858574","3.7043250591858574","3.6560911068221187","3.6560911068221187","3.6560911068221187","3.7050023222213513","3.7050023222213513","3.7050023222213513","3.7616770011384775","3.7616770011384775","3.7616770011384775","3.7610685608880905","3.7610685608880905","3.7610685608880905","3.669187004303993","3.669187004303993","3.669187004303993"
"226","3.6678472921976346","3.6678472921976346","3.6678472921976346","3.7643839724533392","3.7643839724533392","3.7643839724533392","3.645254572943958","3.645254572943958","3.645254572943958","3.6710162403638407","3.6710162403638407","3.6710162403638407","3.6901296465598104","3.6901296465598104","3.6901296465598104","3.6426918768821777","3.6426918768821777","3.6426918768821777","3.6919881196887903","3.6919881196887903","3.6919881196887903","3.7504747929170614","3.7504747929170614","3.7504747929170614","3.7517088270553236","3.7517088270553236","3.7517088270553236","3.6586707815184925","3.6586707815184925","3.6586707815184925"
"232","3.6541367875950415","3.6541367875950415","3.6541367875950415","3.7391029370715247","3.7391029370715247","3.7391029370715247","3.635794791419183","3.635794791419183","3.635794791419183","3.6578658944200675","3.6578658944200675","3.6578658944200675","3.677956608555201","3.677956608555201","3.677956608555201","3.628409025309336","3.628409025309336","3.628409025309336","3.682410439566883","3.682410439566883","3.682410439566883","3.7406386722384206","3.7406386722384206","3.7406386722384206","3.74008044623353","3.74008044623353","3.74008044623353","3.6476605337903933","3.6476605337903933","3.6476605337903933"
"238","3.6392538004823964","3.6392538004823964","3.6392538004823964","3.7169252743806376","3.7169252743806376","3.7169252743806376","3.6258476704282834","3.6258476704282834","3.6258476704282834","3.648499413829325","3.648499413829325","3.648499413829325","3.668260471900101","3.668260471900101","3.668260471900101","3.6173344533461744","3.6173344533461744","3.6173344533461744","3.669679560929613","3.669679560929613","3.669679560929613","3.729434665206753","3.729434665206753","3.729434665206753","3.729494189362392","3.729494189362392","3.729494189362392","3.637806981725766","3.637806981725766","3.637806981725766"
"244","3.6249382151362233","3.6249382151362233","3.6249382151362233","3.6932880445514495","3.6932880445514495","3.6932880445514495","3.6168520298150493","3.6168520298150493","3.6168520298150493","3.637239674777936","3.637239674777936","3.637239674777936","3.6550098675901017","3.6550098675901017","3.6550098675901017","3.602144434628889","3.602144434628889","3.602144434628889","3.658236927388574","3.658236927388574","3.658236927388574","3.7199166424743964","3.7199166424743964","3.7199166424743964","3.7155321305974973","3.7155321305974973","3.7155321305974973","3.6267809050772195","3.6267809050772195","3.6267809050772195"
"250","3.6138248147866916","3.6138248147866916","3.6138248147866916","3.6720415027550115","3.6720415027550115","3.6720415027550115","3.60794549768843","3.60794549768843","3.60794549768843","3.628766997695884","3.628766997695884","3.628766997695884","3.643797964696079","3.643797964696079","3.643797964696079","3.5915258982602287","3.5915258982602287","3.5915258982602287","3.648837124905013","3.648837124905013","3.648837124905013","3.709043860740369","3.709043860740369","3.709043860740369","3.7035463222152436","3.7035463222152436","3.7035463222152436","3.6176418611765517","3.6176418611765517","3.6176418611765517"
"256","3.600606517413693","3.600606517413693","3.600606517413693","3.6488110909376608","3.6488110909376608","3.6488110909376608","3.6015252795670647","3.6015252795670647","3.6015252795670647","3.617915132161601","3.617915132161601","3.617915132161601","3.633919273495979","3.633919273495979","3.633919273495979","3.57768198382824","3.57768198382824","3.57768198382824","3.636749502947873","3.636749502947873","3.636749502947873","3.6995265880204222","3.6995265880204222","3.6995265880204222","3.690829143499779","3.690829143499779","3.690829143499779","3.608479547073774","3.608479547073774","3.608479547073774"
"262","3.5896239777660126","3.5896239777660126","3.5896239777660126","3.6304921609971226","3.6304921609971226","3.6304921609971226","3.5933920202962577","3.5933920202962577","3.5933920202962577","3.6078591685160957","3.6078591685160957","3.6078591685160957","3.6211401385724393","3.6211401385724393","3.6211401385724393","3.5674247659380782","3.5674247659380782","3.5674247659380782","3.625549375858453","3.625549375858453","3.625549375858453","3.68827958911886","3.68827958911886","3.68827958911886","3.6742607474022204","3.6742607474022204","3.6742607474022204","3.5993137826090273","3.5993137826090273","3.5993137826090273"
"268","3.579295208387058","3.579295208387058","3.579295208387058","3.613610973443522","3.613610973443522","3.613610973443522","3.58600708987097","3.58600708987097","3.58600708987097","3.5991592611498233","3.5991592611498233","3.5991592611498233","3.609830483756102","3.609830483756102","3.609830483756102","3.553793371485932","3.553793371485932","3.553793371485932","3.612958523623474","3.612958523623474","3.612958523623474","3.6790944511628214","3.6790944511628214","3.6790944511628214","3.661471225111686","3.661471225111686","3.661471225111686","3.592502668080732","3.592502668080732","3.592502668080732"
"274","3.5683154151262833","3.5683154151262833","3.5683154151262833","3.5966463451800137","3.5966463451800137","3.5966463451800137","3.577976601812846","3.577976601812846","3.577976601812846","3.589204032097936","3.589204032097936","3.589204032097936","3.60057818798153","3.60057818798153","3.60057818798153","3.5441072822531776","3.5441072822531776","3.5441072822531776","3.6039779372227465","3.6039779372227465","3.6039779372227465","3.666116401667485","3.666116401667485","3.666116401667485","3.646491944637445","3.646491944637445","3.646491944637445","3.583590699888556","3.583590699888556","3.583590699888556"
"280","3.5564628437047117","3.5564628437047117","3.5564628437047117","3.581386171338503","3.581386171338503","3.581386171338503","3.570147133544278","3.570147133544278","3.570147133544278","3.5811986542113905","3.5811986542113905","3.5811986542113905","3.5906104349419286","3.5906104349419286","3.5906104349419286","3.532214305894759","3.532214305894759","3.532214305894759","3.593385816839955","3.593385816839955","3.593385816839955","3.6552358143164985","3.6552358143164985","3.6552358143164985","3.632610092992368","3.632610092992368","3.632610092992368","3.573857747380386","3.573857747380386","3.573857747380386"
"286","3.543666382274969","3.543666382274969","3.543666382274969","3.5690988332719145","3.5690988332719145","3.5690988332719145","3.562328610578766","3.562328610578766","3.562328610578766","3.569844602623864","3.569844602623864","3.569844602623864","3.58159710196278","3.58159710196278","3.58159710196278","3.5210437195380324","3.5210437195380324","3.5210437195380324","3.582523105394505","3.582523105394505","3.582523105394505","3.6466832057289453","3.6466832057289453","3.6466832057289453","3.61842304574864","3.61842304574864","3.61842304574864","3.5673638658450386","3.5673638658450386","3.5673638658450386"
"292","3.532903657240026","3.532903657240026","3.532903657240026","3.555008608666832","3.555008608666832","3.555008608666832","3.5551278978357534","3.5551278978357534","3.5551278978357534","3.5592811500934687","3.5592811500934687","3.5592811500934687","3.5728729149264753","3.5728729149264753","3.5728729149264753","3.509575256606197","3.509575256606197","3.509575256606197","3.571345589045064","3.571345589045064","3.571345589045064","3.635541019232377","3.635541019232377","3.635541019232377","3.6032167941408084","3.6032167941408084","3.6032167941408084","3.5578885105869653","3.5578885105869653","3.5578885105869653"
"298","3.52484911329606","3.52484911329606","3.52484911329606","3.544847718285173","3.544847718285173","3.544847718285173","3.547256666985924","3.547256666985924","3.547256666985924","3.5520952531443837","3.5520952531443837","3.5520952531443837","3.563257522900086","3.563257522900086","3.563257522900086","3.4982782004739317","3.4982782004739317","3.4982782004739317","3.560636636851084","3.560636636851084","3.560636636851084","3.624859365660821","3.624859365660821","3.624859365660821","3.5882770853579196","3.5882770853579196","3.5882770853579196","3.549050061599068","3.549050061599068","3.549050061599068"
