"Step","experiment_12 - Training Loss / Step","experiment_12 - Training Loss / Step__MIN","experiment_12 - Training Loss / Step__MAX","experiment_11 - Training Loss / Step","experiment_11 - Training Loss / Step__MIN","experiment_11 - Training Loss / Step__MAX","experiment_10 - Training Loss / Step","experiment_10 - Training Loss / Step__MIN","experiment_10 - Training Loss / Step__MAX","experiment_9 - Training Loss / Step","experiment_9 - Training Loss / Step__MIN","experiment_9 - Training Loss / Step__MAX","experiment_8 - Training Loss / Step","experiment_8 - Training Loss / Step__MIN","experiment_8 - Training Loss / Step__MAX","experiment_7 - Training Loss / Step","experiment_7 - Training Loss / Step__MIN","experiment_7 - Training Loss / Step__MAX","experiment_6 - Training Loss / Step","experiment_6 - Training Loss / Step__MIN","experiment_6 - Training Loss / Step__MAX","experiment_5 - Training Loss / Step","experiment_5 - Training Loss / Step__MIN","experiment_5 - Training Loss / Step__MAX","experiment_4 - Training Loss / Step","experiment_4 - Training Loss / Step__MIN","experiment_4 - Training Loss / Step__MAX","experiment_3 - Training Loss / Step","experiment_3 - Training Loss / Step__MIN","experiment_3 - Training Loss / Step__MAX"
"300","3.4531307220458984","3.4531307220458984","3.4531307220458984","3.375826358795166","3.375826358795166","3.375826358795166","3.161653518676758","3.161653518676758","3.161653518676758","3.0258517265319824","3.0258517265319824","3.0258517265319824","3.525503635406494","3.525503635406494","3.525503635406494","3.2206339836120605","3.2206339836120605","3.2206339836120605","3.7894771099090576","3.7894771099090576","3.7894771099090576","3.343740463256836","3.343740463256836","3.343740463256836","4.093508243560791","4.093508243560791","4.093508243560791","4.084358215332031","4.084358215332031","4.084358215332031"
"306","3.2026631832122803","3.2026631832122803","3.2026631832122803","4.104762554168701","4.104762554168701","4.104762554168701","3.56058931350708","3.56058931350708","3.56058931350708","3.3281071186065674","3.3281071186065674","3.3281071186065674","3.958386182785034","3.958386182785034","3.958386182785034","3.578120708465576","3.578120708465576","3.578120708465576","3.7126364707946777","3.7126364707946777","3.7126364707946777","2.9903759956359863","2.9903759956359863","2.9903759956359863","3.8859059810638428","3.8859059810638428","3.8859059810638428","3.6599135398864746","3.6599135398864746","3.6599135398864746"
"312","3.712928056716919","3.712928056716919","3.712928056716919","3.4811391830444336","3.4811391830444336","3.4811391830444336","3.57639217376709","3.57639217376709","3.57639217376709","3.835104465484619","3.835104465484619","3.835104465484619","4.366657257080078","4.366657257080078","4.366657257080078","4.033090591430664","4.033090591430664","4.033090591430664","3.5768585205078125","3.5768585205078125","3.5768585205078125","4.319159507751465","4.319159507751465","4.319159507751465","3.21360445022583","3.21360445022583","3.21360445022583","3.990960121154785","3.990960121154785","3.990960121154785"
"318","3.219538450241089","3.219538450241089","3.219538450241089","3.9142332077026367","3.9142332077026367","3.9142332077026367","3.334545612335205","3.334545612335205","3.334545612335205","3.4085898399353027","3.4085898399353027","3.4085898399353027","3.2661352157592773","3.2661352157592773","3.2661352157592773","3.379721164703369","3.379721164703369","3.379721164703369","3.5546207427978516","3.5546207427978516","3.5546207427978516","3.403110980987549","3.403110980987549","3.403110980987549","3.2986316680908203","3.2986316680908203","3.2986316680908203","3.601912260055542","3.601912260055542","3.601912260055542"
"324","2.900434970855713","2.900434970855713","2.900434970855713","3.3232598304748535","3.3232598304748535","3.3232598304748535","3.4135403633117676","3.4135403633117676","3.4135403633117676","2.923694372177124","2.923694372177124","2.923694372177124","3.666447401046753","3.666447401046753","3.666447401046753","3.287301540374756","3.287301540374756","3.287301540374756","3.033404588699341","3.033404588699341","3.033404588699341","4.209006309509277","4.209006309509277","4.209006309509277","3.239171266555786","3.239171266555786","3.239171266555786","4.31590461730957","4.31590461730957","4.31590461730957"
"330","3.0791015625","3.0791015625","3.0791015625","3.442890167236328","3.442890167236328","3.442890167236328","3.9370713233947754","3.9370713233947754","3.9370713233947754","3.434873104095459","3.434873104095459","3.434873104095459","3.5146822929382324","3.5146822929382324","3.5146822929382324","3.982898712158203","3.982898712158203","3.982898712158203","2.9165592193603516","2.9165592193603516","2.9165592193603516","3.3814444541931152","3.3814444541931152","3.3814444541931152","3.524016857147217","3.524016857147217","3.524016857147217","3.1802725791931152","3.1802725791931152","3.1802725791931152"
"336","3.0325698852539062","3.0325698852539062","3.0325698852539062","3.727977752685547","3.727977752685547","3.727977752685547","3.2732386589050293","3.2732386589050293","3.2732386589050293","3.6663951873779297","3.6663951873779297","3.6663951873779297","3.9305548667907715","3.9305548667907715","3.9305548667907715","3.4666476249694824","3.4666476249694824","3.4666476249694824","2.646876811981201","2.646876811981201","2.646876811981201","3.4153690338134766","3.4153690338134766","3.4153690338134766","4.250585556030273","4.250585556030273","4.250585556030273","3.9572887420654297","3.9572887420654297","3.9572887420654297"
"342","3.2107841968536377","3.2107841968536377","3.2107841968536377","3.1449997425079346","3.1449997425079346","3.1449997425079346","3.3210701942443848","3.3210701942443848","3.3210701942443848","3.571704387664795","3.571704387664795","3.571704387664795","3.7164201736450195","3.7164201736450195","3.7164201736450195","3.8115854263305664","3.8115854263305664","3.8115854263305664","3.320482015609741","3.320482015609741","3.320482015609741","3.854578971862793","3.854578971862793","3.854578971862793","3.7581048011779785","3.7581048011779785","3.7581048011779785","3.4200220108032227","3.4200220108032227","3.4200220108032227"
"348","3.250960350036621","3.250960350036621","3.250960350036621","3.777195453643799","3.777195453643799","3.777195453643799","3.6432626247406006","3.6432626247406006","3.6432626247406006","3.8082966804504395","3.8082966804504395","3.8082966804504395","3.376147747039795","3.376147747039795","3.376147747039795","3.386073112487793","3.386073112487793","3.386073112487793","3.765151023864746","3.765151023864746","3.765151023864746","3.6758599281311035","3.6758599281311035","3.6758599281311035","3.5479750633239746","3.5479750633239746","3.5479750633239746","3.138336181640625","3.138336181640625","3.138336181640625"
"354","3.039919137954712","3.039919137954712","3.039919137954712","3.6696739196777344","3.6696739196777344","3.6696739196777344","3.4603586196899414","3.4603586196899414","3.4603586196899414","4.015488624572754","4.015488624572754","4.015488624572754","3.623643398284912","3.623643398284912","3.623643398284912","3.9692282676696777","3.9692282676696777","3.9692282676696777","3.6291213035583496","3.6291213035583496","3.6291213035583496","3.4318881034851074","3.4318881034851074","3.4318881034851074","3.416970729827881","3.416970729827881","3.416970729827881","3.6169815063476562","3.6169815063476562","3.6169815063476562"
"360","3.5298871994018555","3.5298871994018555","3.5298871994018555","3.678508996963501","3.678508996963501","3.678508996963501","3.229982852935791","3.229982852935791","3.229982852935791","3.6983823776245117","3.6983823776245117","3.6983823776245117","3.761240005493164","3.761240005493164","3.761240005493164","2.5149707794189453","2.5149707794189453","2.5149707794189453","4.157678604125977","4.157678604125977","4.157678604125977","3.478539228439331","3.478539228439331","3.478539228439331","4.004635810852051","4.004635810852051","4.004635810852051","3.446448564529419","3.446448564529419","3.446448564529419"
"366","3.4644503593444824","3.4644503593444824","3.4644503593444824","3.753016233444214","3.753016233444214","3.753016233444214","3.469247341156006","3.469247341156006","3.469247341156006","3.3623480796813965","3.3623480796813965","3.3623480796813965","4.498266220092773","4.498266220092773","4.498266220092773","3.6188721656799316","3.6188721656799316","3.6188721656799316","4.068143844604492","4.068143844604492","4.068143844604492","3.3533058166503906","3.3533058166503906","3.3533058166503906","3.4738292694091797","3.4738292694091797","3.4738292694091797","4.1114912033081055","4.1114912033081055","4.1114912033081055"
"372","3.8146772384643555","3.8146772384643555","3.8146772384643555","3.3579492568969727","3.3579492568969727","3.3579492568969727","3.7306485176086426","3.7306485176086426","3.7306485176086426","3.726229190826416","3.726229190826416","3.726229190826416","3.356778860092163","3.356778860092163","3.356778860092163","3.241722822189331","3.241722822189331","3.241722822189331","2.7900047302246094","2.7900047302246094","2.7900047302246094","3.844085454940796","3.844085454940796","3.844085454940796","3.2605807781219482","3.2605807781219482","3.2605807781219482","3.865903854370117","3.865903854370117","3.865903854370117"
"378","4.632771015167236","4.632771015167236","4.632771015167236","3.296454906463623","3.296454906463623","3.296454906463623","3.3072147369384766","3.3072147369384766","3.3072147369384766","3.4573616981506348","3.4573616981506348","3.4573616981506348","3.435271739959717","3.435271739959717","3.435271739959717","3.7264747619628906","3.7264747619628906","3.7264747619628906","3.9890594482421875","3.9890594482421875","3.9890594482421875","3.491117000579834","3.491117000579834","3.491117000579834","3.274216651916504","3.274216651916504","3.274216651916504","3.450251579284668","3.450251579284668","3.450251579284668"
"384","3.470036506652832","3.470036506652832","3.470036506652832","2.739068031311035","2.739068031311035","2.739068031311035","3.8253259658813477","3.8253259658813477","3.8253259658813477","3.6088175773620605","3.6088175773620605","3.6088175773620605","3.011420726776123","3.011420726776123","3.011420726776123","4.020621299743652","4.020621299743652","4.020621299743652","3.36566162109375","3.36566162109375","3.36566162109375","3.1888020038604736","3.1888020038604736","3.1888020038604736","3.0514955520629883","3.0514955520629883","3.0514955520629883","3.56815505027771","3.56815505027771","3.56815505027771"
"390","3.5321011543273926","3.5321011543273926","3.5321011543273926","4.128537654876709","4.128537654876709","4.128537654876709","3.8008952140808105","3.8008952140808105","3.8008952140808105","3.4244794845581055","3.4244794845581055","3.4244794845581055","3.292050838470459","3.292050838470459","3.292050838470459","2.8322620391845703","2.8322620391845703","2.8322620391845703","3.6837074756622314","3.6837074756622314","3.6837074756622314","3.9759230613708496","3.9759230613708496","3.9759230613708496","4.181886196136475","4.181886196136475","4.181886196136475","3.309330940246582","3.309330940246582","3.309330940246582"
"396","3.0301878452301025","3.0301878452301025","3.0301878452301025","3.571078300476074","3.571078300476074","3.571078300476074","3.158116102218628","3.158116102218628","3.158116102218628","3.434863805770874","3.434863805770874","3.434863805770874","3.1280274391174316","3.1280274391174316","3.1280274391174316","3.097208023071289","3.097208023071289","3.097208023071289","4.154789924621582","4.154789924621582","4.154789924621582","3.0655291080474854","3.0655291080474854","3.0655291080474854","3.9452524185180664","3.9452524185180664","3.9452524185180664","3.0996336936950684","3.0996336936950684","3.0996336936950684"
"402","2.4694161415100098","2.4694161415100098","2.4694161415100098","3.4546985626220703","3.4546985626220703","3.4546985626220703","3.669065475463867","3.669065475463867","3.669065475463867","4.263859272003174","4.263859272003174","4.263859272003174","3.2014808654785156","3.2014808654785156","3.2014808654785156","2.8479437828063965","2.8479437828063965","2.8479437828063965","2.936815023422241","2.936815023422241","2.936815023422241","3.16176176071167","3.16176176071167","3.16176176071167","3.2931594848632812","3.2931594848632812","3.2931594848632812","3.0361788272857666","3.0361788272857666","3.0361788272857666"
"408","3.0027384757995605","3.0027384757995605","3.0027384757995605","3.4317867755889893","3.4317867755889893","3.4317867755889893","3.4797258377075195","3.4797258377075195","3.4797258377075195","3.861668109893799","3.861668109893799","3.861668109893799","3.665320634841919","3.665320634841919","3.665320634841919","2.781402587890625","2.781402587890625","2.781402587890625","3.3307995796203613","3.3307995796203613","3.3307995796203613","3.2105748653411865","3.2105748653411865","3.2105748653411865","3.547621488571167","3.547621488571167","3.547621488571167","3.5208427906036377","3.5208427906036377","3.5208427906036377"
"414","3.3084845542907715","3.3084845542907715","3.3084845542907715","3.502098560333252","3.502098560333252","3.502098560333252","4.001592636108398","4.001592636108398","4.001592636108398","3.668154239654541","3.668154239654541","3.668154239654541","3.3124818801879883","3.3124818801879883","3.3124818801879883","3.273209571838379","3.273209571838379","3.273209571838379","3.864734411239624","3.864734411239624","3.864734411239624","3.6326637268066406","3.6326637268066406","3.6326637268066406","3.5769033432006836","3.5769033432006836","3.5769033432006836","3.306875705718994","3.306875705718994","3.306875705718994"
"420","3.773970127105713","3.773970127105713","3.773970127105713","3.36771297454834","3.36771297454834","3.36771297454834","3.070957660675049","3.070957660675049","3.070957660675049","3.1761748790740967","3.1761748790740967","3.1761748790740967","3.9348254203796387","3.9348254203796387","3.9348254203796387","3.7070183753967285","3.7070183753967285","3.7070183753967285","2.817751407623291","2.817751407623291","2.817751407623291","3.5693130493164062","3.5693130493164062","3.5693130493164062","3.202273368835449","3.202273368835449","3.202273368835449","3.546504020690918","3.546504020690918","3.546504020690918"
"426","4.1693115234375","4.1693115234375","4.1693115234375","3.469499349594116","3.469499349594116","3.469499349594116","3.5587315559387207","3.5587315559387207","3.5587315559387207","2.6706576347351074","2.6706576347351074","2.6706576347351074","3.4223368167877197","3.4223368167877197","3.4223368167877197","3.226930618286133","3.226930618286133","3.226930618286133","3.355055570602417","3.355055570602417","3.355055570602417","3.194150924682617","3.194150924682617","3.194150924682617","3.200026512145996","3.200026512145996","3.200026512145996","3.5261073112487793","3.5261073112487793","3.5261073112487793"
"432","3.292142868041992","3.292142868041992","3.292142868041992","3.1914491653442383","3.1914491653442383","3.1914491653442383","3.2667808532714844","3.2667808532714844","3.2667808532714844","3.351335048675537","3.351335048675537","3.351335048675537","2.4420151710510254","2.4420151710510254","2.4420151710510254","1.9356460571289062","1.9356460571289062","1.9356460571289062","3.0499143600463867","3.0499143600463867","3.0499143600463867","3.6009418964385986","3.6009418964385986","3.6009418964385986","3.5636677742004395","3.5636677742004395","3.5636677742004395","3.222111225128174","3.222111225128174","3.222111225128174"
"438","3.4842965602874756","3.4842965602874756","3.4842965602874756","3.7278757095336914","3.7278757095336914","3.7278757095336914","3.190427303314209","3.190427303314209","3.190427303314209","3.2947676181793213","3.2947676181793213","3.2947676181793213","3.490220785140991","3.490220785140991","3.490220785140991","3.5773754119873047","3.5773754119873047","3.5773754119873047","3.5493974685668945","3.5493974685668945","3.5493974685668945","3.313795804977417","3.313795804977417","3.313795804977417","3.198420763015747","3.198420763015747","3.198420763015747","2.872217893600464","2.872217893600464","2.872217893600464"
"444","3.6150386333465576","3.6150386333465576","3.6150386333465576","3.524840831756592","3.524840831756592","3.524840831756592","3.4149117469787598","3.4149117469787598","3.4149117469787598","3.338982582092285","3.338982582092285","3.338982582092285","3.363022565841675","3.363022565841675","3.363022565841675","3.5941269397735596","3.5941269397735596","3.5941269397735596","3.2497451305389404","3.2497451305389404","3.2497451305389404","3.192448854446411","3.192448854446411","3.192448854446411","3.4556727409362793","3.4556727409362793","3.4556727409362793","3.053718328475952","3.053718328475952","3.053718328475952"
"450","3.1577043533325195","3.1577043533325195","3.1577043533325195","3.466672420501709","3.466672420501709","3.466672420501709","3.436471939086914","3.436471939086914","3.436471939086914","3.64913272857666","3.64913272857666","3.64913272857666","3.048682928085327","3.048682928085327","3.048682928085327","3.0792150497436523","3.0792150497436523","3.0792150497436523","3.765686511993408","3.765686511993408","3.765686511993408","3.2636196613311768","3.2636196613311768","3.2636196613311768","3.350635528564453","3.350635528564453","3.350635528564453","3.7555370330810547","3.7555370330810547","3.7555370330810547"
"456","3.100294589996338","3.100294589996338","3.100294589996338","3.1277382373809814","3.1277382373809814","3.1277382373809814","3.37239933013916","3.37239933013916","3.37239933013916","3.6883506774902344","3.6883506774902344","3.6883506774902344","2.9781839847564697","2.9781839847564697","2.9781839847564697","3.491331100463867","3.491331100463867","3.491331100463867","3.6204993724823","3.6204993724823","3.6204993724823","2.9403748512268066","2.9403748512268066","2.9403748512268066","2.739753007888794","2.739753007888794","2.739753007888794","3.2344563007354736","3.2344563007354736","3.2344563007354736"
"462","2.718679666519165","2.718679666519165","2.718679666519165","4.154815673828125","4.154815673828125","4.154815673828125","2.438523769378662","2.438523769378662","2.438523769378662","2.5417869091033936","2.5417869091033936","2.5417869091033936","3.1788711547851562","3.1788711547851562","3.1788711547851562","2.9771177768707275","2.9771177768707275","2.9771177768707275","3.1227312088012695","3.1227312088012695","3.1227312088012695","3.7424731254577637","3.7424731254577637","3.7424731254577637","3.4684667587280273","3.4684667587280273","3.4684667587280273","3.2298240661621094","3.2298240661621094","3.2298240661621094"
"468","3.480504035949707","3.480504035949707","3.480504035949707","3.30318284034729","3.30318284034729","3.30318284034729","3.2119040489196777","3.2119040489196777","3.2119040489196777","3.9666643142700195","3.9666643142700195","3.9666643142700195","2.92958927154541","2.92958927154541","2.92958927154541","2.679521322250366","2.679521322250366","2.679521322250366","3.113755702972412","3.113755702972412","3.113755702972412","3.1408214569091797","3.1408214569091797","3.1408214569091797","3.752861738204956","3.752861738204956","3.752861738204956","3.4881560802459717","3.4881560802459717","3.4881560802459717"
"474","3.479198694229126","3.479198694229126","3.479198694229126","3.999176502227783","3.999176502227783","3.999176502227783","2.901745557785034","2.901745557785034","2.901745557785034","3.2690529823303223","3.2690529823303223","3.2690529823303223","3.2761342525482178","3.2761342525482178","3.2761342525482178","3.2031772136688232","3.2031772136688232","3.2031772136688232","3.2766852378845215","3.2766852378845215","3.2766852378845215","4.106607913970947","4.106607913970947","4.106607913970947","3.0795977115631104","3.0795977115631104","3.0795977115631104","3.0074872970581055","3.0074872970581055","3.0074872970581055"
"480","3.484537363052368","3.484537363052368","3.484537363052368","3.5119190216064453","3.5119190216064453","3.5119190216064453","2.9545412063598633","2.9545412063598633","2.9545412063598633","3.240128993988037","3.240128993988037","3.240128993988037","3.5697667598724365","3.5697667598724365","3.5697667598724365","2.7128419876098633","2.7128419876098633","2.7128419876098633","3.405242443084717","3.405242443084717","3.405242443084717","3.131936550140381","3.131936550140381","3.131936550140381","3.4004127979278564","3.4004127979278564","3.4004127979278564","2.485816240310669","2.485816240310669","2.485816240310669"
"486","2.863905429840088","2.863905429840088","2.863905429840088","3.376512050628662","3.376512050628662","3.376512050628662","3.25234055519104","3.25234055519104","3.25234055519104","3.810619354248047","3.810619354248047","3.810619354248047","3.218843936920166","3.218843936920166","3.218843936920166","2.9551804065704346","2.9551804065704346","2.9551804065704346","3.46685528755188","3.46685528755188","3.46685528755188","3.36529803276062","3.36529803276062","3.36529803276062","2.787184715270996","2.787184715270996","2.787184715270996","3.6606693267822266","3.6606693267822266","3.6606693267822266"
"492","3.480910062789917","3.480910062789917","3.480910062789917","3.795525312423706","3.795525312423706","3.795525312423706","4.136211395263672","4.136211395263672","4.136211395263672","3.7961606979370117","3.7961606979370117","3.7961606979370117","3.0052695274353027","3.0052695274353027","3.0052695274353027","2.593822717666626","2.593822717666626","2.593822717666626","3.660895586013794","3.660895586013794","3.660895586013794","3.4947004318237305","3.4947004318237305","3.4947004318237305","3.951413154602051","3.951413154602051","3.951413154602051","3.1795406341552734","3.1795406341552734","3.1795406341552734"
"498","2.536853313446045","2.536853313446045","2.536853313446045","3.050048351287842","3.050048351287842","3.050048351287842","3.348375082015991","3.348375082015991","3.348375082015991","3.4634108543395996","3.4634108543395996","3.4634108543395996","3.3029959201812744","3.3029959201812744","3.3029959201812744","2.3269238471984863","2.3269238471984863","2.3269238471984863","3.3674497604370117","3.3674497604370117","3.3674497604370117","3.5025670528411865","3.5025670528411865","3.5025670528411865","3.167407512664795","3.167407512664795","3.167407512664795","3.574195146560669","3.574195146560669","3.574195146560669"
"504","2.97990083694458","2.97990083694458","2.97990083694458","3.0657358169555664","3.0657358169555664","3.0657358169555664","3.2097039222717285","3.2097039222717285","3.2097039222717285","3.0650429725646973","3.0650429725646973","3.0650429725646973","3.315152168273926","3.315152168273926","3.315152168273926","3.0400290489196777","3.0400290489196777","3.0400290489196777","3.387423038482666","3.387423038482666","3.387423038482666","4.211638927459717","4.211638927459717","4.211638927459717","3.858020544052124","3.858020544052124","3.858020544052124","3.162100315093994","3.162100315093994","3.162100315093994"
"510","3.9203574657440186","3.9203574657440186","3.9203574657440186","3.6123735904693604","3.6123735904693604","3.6123735904693604","3.7570409774780273","3.7570409774780273","3.7570409774780273","3.342987060546875","3.342987060546875","3.342987060546875","3.975567579269409","3.975567579269409","3.975567579269409","3.6807870864868164","3.6807870864868164","3.6807870864868164","2.5885348320007324","2.5885348320007324","2.5885348320007324","3.2927284240722656","3.2927284240722656","3.2927284240722656","2.8576571941375732","2.8576571941375732","2.8576571941375732","3.118579626083374","3.118579626083374","3.118579626083374"
"516","3.133632183074951","3.133632183074951","3.133632183074951","3.916666030883789","3.916666030883789","3.916666030883789","2.974268674850464","2.974268674850464","2.974268674850464","3.7447638511657715","3.7447638511657715","3.7447638511657715","3.6276562213897705","3.6276562213897705","3.6276562213897705","2.7046778202056885","2.7046778202056885","2.7046778202056885","4.218988418579102","4.218988418579102","4.218988418579102","3.1448922157287598","3.1448922157287598","3.1448922157287598","3.316466808319092","3.316466808319092","3.316466808319092","3.384136438369751","3.384136438369751","3.384136438369751"
"522","3.8674707412719727","3.8674707412719727","3.8674707412719727","2.9498729705810547","2.9498729705810547","2.9498729705810547","3.2824487686157227","3.2824487686157227","3.2824487686157227","2.8911147117614746","2.8911147117614746","2.8911147117614746","2.9977035522460938","2.9977035522460938","2.9977035522460938","4.141590118408203","4.141590118408203","4.141590118408203","2.9024248123168945","2.9024248123168945","2.9024248123168945","3.0222649574279785","3.0222649574279785","3.0222649574279785","2.682927131652832","2.682927131652832","2.682927131652832","3.274799346923828","3.274799346923828","3.274799346923828"
"528","3.2817447185516357","3.2817447185516357","3.2817447185516357","3.0390007495880127","3.0390007495880127","3.0390007495880127","3.225290298461914","3.225290298461914","3.225290298461914","2.386242389678955","2.386242389678955","2.386242389678955","2.623059034347534","2.623059034347534","2.623059034347534","3.0015909671783447","3.0015909671783447","3.0015909671783447","3.51149320602417","3.51149320602417","3.51149320602417","2.9796886444091797","2.9796886444091797","2.9796886444091797","3.004575729370117","3.004575729370117","3.004575729370117","3.616135597229004","3.616135597229004","3.616135597229004"
"534","3.5445265769958496","3.5445265769958496","3.5445265769958496","3.548738479614258","3.548738479614258","3.548738479614258","3.946739912033081","3.946739912033081","3.946739912033081","2.951023578643799","2.951023578643799","2.951023578643799","3.9741997718811035","3.9741997718811035","3.9741997718811035","3.4025955200195312","3.4025955200195312","3.4025955200195312","2.624570369720459","2.624570369720459","2.624570369720459","3.6930623054504395","3.6930623054504395","3.6930623054504395","3.1734557151794434","3.1734557151794434","3.1734557151794434","3.5410847663879395","3.5410847663879395","3.5410847663879395"
"540","2.52817702293396","2.52817702293396","2.52817702293396","2.413254737854004","2.413254737854004","2.413254737854004","3.6417298316955566","3.6417298316955566","3.6417298316955566","2.935476303100586","2.935476303100586","2.935476303100586","3.7101821899414062","3.7101821899414062","3.7101821899414062","3.0611917972564697","3.0611917972564697","3.0611917972564697","3.4024150371551514","3.4024150371551514","3.4024150371551514","3.368832588195801","3.368832588195801","3.368832588195801","3.2374377250671387","3.2374377250671387","3.2374377250671387","3.643343687057495","3.643343687057495","3.643343687057495"
"546","3.191524028778076","3.191524028778076","3.191524028778076","3.535475969314575","3.535475969314575","3.535475969314575","3.443338394165039","3.443338394165039","3.443338394165039","3.163501262664795","3.163501262664795","3.163501262664795","3.393944501876831","3.393944501876831","3.393944501876831","3.5357656478881836","3.5357656478881836","3.5357656478881836","3.5434117317199707","3.5434117317199707","3.5434117317199707","2.996762752532959","2.996762752532959","2.996762752532959","3.859405994415283","3.859405994415283","3.859405994415283","2.7207698822021484","2.7207698822021484","2.7207698822021484"
"552","2.352442979812622","2.352442979812622","2.352442979812622","3.108776569366455","3.108776569366455","3.108776569366455","2.963235378265381","2.963235378265381","2.963235378265381","2.9236764907836914","2.9236764907836914","2.9236764907836914","3.331955909729004","3.331955909729004","3.331955909729004","2.9654648303985596","2.9654648303985596","2.9654648303985596","3.4018659591674805","3.4018659591674805","3.4018659591674805","2.6425232887268066","2.6425232887268066","2.6425232887268066","2.588136911392212","2.588136911392212","2.588136911392212","3.021791934967041","3.021791934967041","3.021791934967041"
"558","3.854740858078003","3.854740858078003","3.854740858078003","4.161507606506348","4.161507606506348","4.161507606506348","3.439988613128662","3.439988613128662","3.439988613128662","3.0105433464050293","3.0105433464050293","3.0105433464050293","3.9963810443878174","3.9963810443878174","3.9963810443878174","3.233944892883301","3.233944892883301","3.233944892883301","3.23806095123291","3.23806095123291","3.23806095123291","3.0438311100006104","3.0438311100006104","3.0438311100006104","2.7457854747772217","2.7457854747772217","2.7457854747772217","3.2179081439971924","3.2179081439971924","3.2179081439971924"
"564","3.2236318588256836","3.2236318588256836","3.2236318588256836","4.048450946807861","4.048450946807861","4.048450946807861","2.9156243801116943","2.9156243801116943","2.9156243801116943","3.443904399871826","3.443904399871826","3.443904399871826","3.0557472705841064","3.0557472705841064","3.0557472705841064","2.5049562454223633","2.5049562454223633","2.5049562454223633","3.8722949028015137","3.8722949028015137","3.8722949028015137","3.612196207046509","3.612196207046509","3.612196207046509","3.745209217071533","3.745209217071533","3.745209217071533","2.6994714736938477","2.6994714736938477","2.6994714736938477"
"570","2.8204755783081055","2.8204755783081055","2.8204755783081055","3.363826274871826","3.363826274871826","3.363826274871826","3.0372490882873535","3.0372490882873535","3.0372490882873535","2.9958581924438477","2.9958581924438477","2.9958581924438477","3.1447582244873047","3.1447582244873047","3.1447582244873047","2.926779270172119","2.926779270172119","2.926779270172119","3.28135347366333","3.28135347366333","3.28135347366333","2.901447296142578","2.901447296142578","2.901447296142578","3.103959560394287","3.103959560394287","3.103959560394287","3.360429286956787","3.360429286956787","3.360429286956787"
"576","3.8991222381591797","3.8991222381591797","3.8991222381591797","3.3920693397521973","3.3920693397521973","3.3920693397521973","3.815765857696533","3.815765857696533","3.815765857696533","3.620420455932617","3.620420455932617","3.620420455932617","3.1613669395446777","3.1613669395446777","3.1613669395446777","3.459373950958252","3.459373950958252","3.459373950958252","3.6866235733032227","3.6866235733032227","3.6866235733032227","2.495281457901001","2.495281457901001","2.495281457901001","2.9573822021484375","2.9573822021484375","2.9573822021484375","2.843151569366455","2.843151569366455","2.843151569366455"
"582","3.966020107269287","3.966020107269287","3.966020107269287","3.12176775932312","3.12176775932312","3.12176775932312","3.129727363586426","3.129727363586426","3.129727363586426","2.893853187561035","2.893853187561035","2.893853187561035","3.015826463699341","3.015826463699341","3.015826463699341","3.408390998840332","3.408390998840332","3.408390998840332","3.0244967937469482","3.0244967937469482","3.0244967937469482","3.302527904510498","3.302527904510498","3.302527904510498","3.4048032760620117","3.4048032760620117","3.4048032760620117","3.0222067832946777","3.0222067832946777","3.0222067832946777"
"588","3.537163019180298","3.537163019180298","3.537163019180298","3.3178672790527344","3.3178672790527344","3.3178672790527344","2.794175624847412","2.794175624847412","2.794175624847412","2.5092477798461914","2.5092477798461914","2.5092477798461914","2.4532389640808105","2.4532389640808105","2.4532389640808105","2.456768751144409","2.456768751144409","2.456768751144409","3.4693210124969482","3.4693210124969482","3.4693210124969482","3.804028034210205","3.804028034210205","3.804028034210205","2.6051712036132812","2.6051712036132812","2.6051712036132812","3.232520580291748","3.232520580291748","3.232520580291748"
"594","2.786472797393799","2.786472797393799","2.786472797393799","3.312371015548706","3.312371015548706","3.312371015548706","3.0644876956939697","3.0644876956939697","3.0644876956939697","2.8141560554504395","2.8141560554504395","2.8141560554504395","2.524556875228882","2.524556875228882","2.524556875228882","2.8737077713012695","2.8737077713012695","2.8737077713012695","2.7495882511138916","2.7495882511138916","2.7495882511138916","2.7935304641723633","2.7935304641723633","2.7935304641723633","3.5631766319274902","3.5631766319274902","3.5631766319274902","2.727557897567749","2.727557897567749","2.727557897567749"
