"Step","experiment_12_test - Test Accuracy","experiment_12_test - Test Accuracy__MIN","experiment_12_test - Test Accuracy__MAX","experiment_11_test - Test Accuracy","experiment_11_test - Test Accuracy__MIN","experiment_11_test - Test Accuracy__MAX","experiment_10_test - Test Accuracy","experiment_10_test - Test Accuracy__MIN","experiment_10_test - Test Accuracy__MAX","experiment_9_test - Test Accuracy","experiment_9_test - Test Accuracy__MIN","experiment_9_test - Test Accuracy__MAX","experiment_8_test - Test Accuracy","experiment_8_test - Test Accuracy__MIN","experiment_8_test - Test Accuracy__MAX","experiment_7_test - Test Accuracy","experiment_7_test - Test Accuracy__MIN","experiment_7_test - Test Accuracy__MAX","experiment_6_test - Test Accuracy","experiment_6_test - Test Accuracy__MIN","experiment_6_test - Test Accuracy__MAX","experiment_5_test - Test Accuracy","experiment_5_test - Test Accuracy__MIN","experiment_5_test - Test Accuracy__MAX","experiment_4_test - Test Accuracy","experiment_4_test - Test Accuracy__MIN","experiment_4_test - Test Accuracy__MAX","experiment_3_test - Test Accuracy","experiment_3_test - Test Accuracy__MIN","experiment_3_test - Test Accuracy__MAX","experiment_2_test - Test Accuracy","experiment_2_test - Test Accuracy__MIN","experiment_2_test - Test Accuracy__MAX","experiment_1_test - Test Accuracy","experiment_1_test - Test Accuracy__MIN","experiment_1_test - Test Accuracy__MAX","experiment_0_test - Test Accuracy","experiment_0_test - Test Accuracy__MIN","experiment_0_test - Test Accuracy__MAX"
"0","16.06","16.06","16.06","15.02","15.02","15.02","14.68","14.68","14.68","13.15","13.15","13.15","15.12","15.12","15.12","15.27","15.27","15.27","14.54","14.54","14.54","15.06","15.06","15.06","14.99","14.99","14.99","15.01","15.01","15.01","15.66","15.66","15.66","14.86","14.48","15.24","14.72","14.72","14.72"
