precision,recall,f1-score,support
0.6216216216216216,0.23,0.33576642335766427,100.0
0.24675324675324675,0.19,0.21468926553672313,100.0
0.08823529411764706,0.09,0.08910891089108912,100.0
0.2,0.05,0.08000000000000002,100.0
0.3333333333333333,0.01,0.019417475728155338,100.0
0.05412371134020619,0.21,0.0860655737704918,100.0
0.21428571428571427,0.09,0.1267605633802817,100.0
0.14516129032258066,0.09,0.11111111111111112,100.0
0.05660377358490566,0.15,0.0821917808219178,100.0
0.3103448275862069,0.09,0.13953488372093023,100.0
0.1095890410958904,0.08,0.09248554913294797,100.0
0.10294117647058823,0.07,0.08333333333333333,100.0
0.21052631578947367,0.12,0.15286624203821655,100.0
0.09259259259259259,0.05,0.06493506493506493,100.0
0.14285714285714285,0.04,0.0625,100.0
0.08620689655172414,0.05,0.06329113924050635,100.0
0.375,0.03,0.05555555555555555,100.0
0.1606425702811245,0.4,0.22922636103151864,100.0
0.25675675675675674,0.19,0.21839080459770116,100.0
0.20689655172413793,0.06,0.09302325581395347,100.0
0.059672762271414825,0.62,0.10886742756804214,100.0
0.19718309859154928,0.14,0.16374269005847955,100.0
0.14285714285714285,0.11,0.12429378531073446,100.0
0.1857707509881423,0.47,0.26628895184135976,100.0
0.1702127659574468,0.08,0.108843537414966,100.0
0.06060606060606061,0.04,0.048192771084337345,100.0
0.08108108108108109,0.03,0.0437956204379562,100.0
0.0,0.0,0.0,100.0
0.23655913978494625,0.22,0.227979274611399,100.0
0.03508771929824561,0.02,0.025477707006369425,100.0
0.208955223880597,0.28,0.23931623931623933,100.0
0.13953488372093023,0.06,0.0839160839160839,100.0
0.13043478260869565,0.06,0.0821917808219178,100.0
0.0784313725490196,0.04,0.05298013245033112,100.0
0.08695652173913043,0.06,0.07100591715976332,100.0
0.09248554913294797,0.16,0.11721611721611722,100.0
0.05873925501432665,0.41,0.10275689223057644,100.0
0.05405405405405406,0.02,0.029197080291970802,100.0
0.07279693486590039,0.19,0.10526315789473685,100.0
0.09565217391304348,0.11,0.10232558139534885,100.0
0.20512820512820512,0.08,0.11510791366906474,100.0
0.2542372881355932,0.3,0.2752293577981651,100.0
0.07692307692307693,0.01,0.01769911504424779,100.0
0.11398963730569948,0.22,0.15017064846416384,100.0
0.03076923076923077,0.02,0.02424242424242424,100.0
0.13793103448275862,0.04,0.062015503875969,100.0
0.19230769230769232,0.05,0.07936507936507936,100.0
0.3037974683544304,0.24,0.2681564245810056,100.0
0.19444444444444445,0.21,0.20192307692307693,100.0
0.26582278481012656,0.21,0.2346368715083799,100.0
0.0,0.0,0.0,100.0
0.16176470588235295,0.11,0.13095238095238096,100.0
0.4772727272727273,0.42,0.4468085106382979,100.0
0.3028169014084507,0.43,0.35537190082644626,100.0
0.41304347826086957,0.19,0.2602739726027397,100.0
0.0,0.0,0.0,100.0
0.14979757085020243,0.37,0.2132564841498559,100.0
0.2545454545454545,0.14,0.18064516129032257,100.0
0.09782608695652174,0.09,0.09374999999999999,100.0
0.13793103448275862,0.08,0.10126582278481013,100.0
0.45871559633027525,0.5,0.4784688995215311,100.0
0.21367521367521367,0.25,0.23041474654377878,100.0
0.42424242424242425,0.28,0.3373493975903614,100.0
0.16,0.04,0.064,100.0
0.06666666666666667,0.02,0.030769230769230767,100.0
0.060240963855421686,0.05,0.0546448087431694,100.0
0.043478260869565216,0.01,0.016260162601626018,100.0
0.21739130434782608,0.2,0.20833333333333331,100.0
0.3597560975609756,0.59,0.44696969696969696,100.0
0.13725490196078433,0.21,0.1660079051383399,100.0
0.3181818181818182,0.28,0.29787234042553196,100.0
0.20392156862745098,0.52,0.2929577464788733,100.0
0.2,0.05,0.08000000000000002,100.0
0.3380281690140845,0.24,0.2807017543859649,100.0
0.06944444444444445,0.05,0.05813953488372093,100.0
0.21008403361344538,0.25,0.228310502283105,100.0
0.26744186046511625,0.23,0.24731182795698925,100.0
0.04504504504504504,0.05,0.04739336492890995,100.0
0.0,0.0,0.0,100.0
0.027777777777777776,0.01,0.014705882352941176,100.0
0.0,0.0,0.0,100.0
0.04878048780487805,0.04,0.043956043956043966,100.0
0.5178571428571429,0.29,0.3717948717948718,100.0
0.09433962264150944,0.05,0.06535947712418301,100.0
0.0,0.0,0.0,100.0
0.21084337349397592,0.35,0.2631578947368421,100.0
0.16489361702127658,0.31,0.21527777777777776,100.0
0.13793103448275862,0.12,0.12834224598930483,100.0
0.13043478260869565,0.06,0.0821917808219178,100.0
0.13253012048192772,0.11,0.12021857923497267,100.0
0.13953488372093023,0.06,0.0839160839160839,100.0
0.18493150684931506,0.27,0.21951219512195125,100.0
0.125,0.03,0.04838709677419355,100.0
0.15217391304347827,0.07,0.09589041095890412,100.0
0.2638888888888889,0.19,0.22093023255813954,100.0
0.32558139534883723,0.14,0.19580419580419584,100.0
0.2222222222222222,0.08,0.11764705882352941,100.0
0.053763440860215055,0.05,0.05181347150259068,100.0
0.05217391304347826,0.06,0.055813953488372085,100.0
0.09042553191489362,0.17,0.11805555555555555,100.0
0.149,0.149,0.149,0.149
0.16840543976262923,0.14900000000000005,0.13793454751586856,10000.0
0.16840543976262923,0.149,0.1379345475158686,10000.0
