precision,recall,f1-score,support
0.41379310344827586,0.24,0.3037974683544304,100.0
0.20212765957446807,0.38,0.2638888888888889,100.0
0.09090909090909091,0.11,0.09954751131221719,100.0
0.045454545454545456,0.01,0.016393442622950817,100.0
0.0,0.0,0.0,100.0
0.13793103448275862,0.08,0.10126582278481013,100.0
0.22807017543859648,0.13,0.16560509554140126,100.0
0.06701030927835051,0.26,0.10655737704918032,100.0
0.03980099502487562,0.08,0.05315614617940199,100.0
0.21367521367521367,0.25,0.23041474654377878,100.0
0.0625,0.01,0.01724137931034483,100.0
0.08163265306122448,0.04,0.053691275167785234,100.0
0.15254237288135594,0.09,0.11320754716981132,100.0
0.125,0.12,0.12244897959183673,100.0
0.08387096774193549,0.13,0.1019607843137255,100.0
0.13580246913580246,0.11,0.12154696132596686,100.0
0.09803921568627451,0.05,0.06622516556291391,100.0
0.20103092783505155,0.39,0.2653061224489796,100.0
0.13304721030042918,0.31,0.18618618618618618,100.0
0.16129032258064516,0.05,0.07633587786259541,100.0
0.06766917293233082,0.27,0.10821643286573146,100.0
0.1978021978021978,0.18,0.18848167539267013,100.0
0.16666666666666666,0.08,0.10810810810810811,100.0
0.1510989010989011,0.55,0.23706896551724135,100.0
0.0967741935483871,0.45,0.1592920353982301,100.0
0.08333333333333333,0.02,0.03225806451612903,100.0
0.06666666666666667,0.06,0.06315789473684212,100.0
0.07142857142857142,0.01,0.01754385964912281,100.0
0.24324324324324326,0.18,0.20689655172413796,100.0
0.09523809523809523,0.02,0.03305785123966942,100.0
0.22916666666666666,0.22,0.22448979591836735,100.0
0.23076923076923078,0.06,0.09523809523809523,100.0
0.25,0.07,0.10937500000000001,100.0
0.0967741935483871,0.03,0.04580152671755725,100.0
0.07207207207207207,0.08,0.07582938388625593,100.0
0.0625,0.03,0.04054054054054054,100.0
0.09333333333333334,0.14,0.11200000000000002,100.0
0.11764705882352941,0.02,0.03418803418803419,100.0
0.10091743119266056,0.11,0.10526315789473685,100.0
0.047493403693931395,0.18,0.07515657620041753,100.0
0.13043478260869565,0.06,0.0821917808219178,100.0
0.24822695035460993,0.35,0.29045643153526973,100.0
0.11764705882352941,0.02,0.03418803418803419,100.0
0.13157894736842105,0.1,0.11363636363636363,100.0
0.034482758620689655,0.07,0.0462046204620462,100.0
0.056074766355140186,0.06,0.057971014492753624,100.0
0.2,0.06,0.09230769230769231,100.0
0.3235294117647059,0.22,0.2619047619047619,100.0
0.15021459227467812,0.35,0.21021021021021022,100.0
0.20175438596491227,0.23,0.21495327102803738,100.0
0.0,0.0,0.0,100.0
0.13513513513513514,0.05,0.07299270072992702,100.0
0.4827586206896552,0.42,0.4491978609625668,100.0
0.1863905325443787,0.63,0.2876712328767123,100.0
0.2348993288590604,0.35,0.28112449799196787,100.0
0.043478260869565216,0.02,0.0273972602739726,100.0
0.23943661971830985,0.17,0.19883040935672514,100.0
0.18823529411764706,0.16,0.17297297297297295,100.0
0.14285714285714285,0.2,0.16666666666666666,100.0
0.14814814814814814,0.08,0.10389610389610389,100.0
0.2556390977443609,0.68,0.37158469945355194,100.0
0.17647058823529413,0.33,0.2299651567944251,100.0
0.18562874251497005,0.31,0.23220973782771537,100.0
0.16,0.08,0.10666666666666667,100.0
0.0,0.0,0.0,100.0
0.02127659574468085,0.01,0.01360544217687075,100.0
0.0,0.0,0.0,100.0
0.2978723404255319,0.14,0.1904761904761905,100.0
0.3684210526315789,0.21,0.267515923566879,100.0
0.1834862385321101,0.2,0.19138755980861244,100.0
0.36,0.18,0.23999999999999996,100.0
0.18421052631578946,0.14,0.1590909090909091,100.0
0.0,0.0,0.0,100.0
0.2222222222222222,0.28,0.24778761061946905,100.0
0.08888888888888889,0.04,0.055172413793103454,100.0
0.2602739726027397,0.19,0.21965317919075145,100.0
0.24761904761904763,0.26,0.25365853658536586,100.0
0.0,0.0,0.0,100.0
0.015748031496062992,0.02,0.017621145374449337,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.04878048780487805,0.02,0.028368794326241134,100.0
0.5098039215686274,0.52,0.5148514851485149,100.0
0.12,0.15,0.1333333333333333,100.0
0.05357142857142857,0.03,0.03846153846153846,100.0
0.391304347826087,0.18,0.2465753424657534,100.0
0.16083916083916083,0.23,0.18930041152263374,100.0
0.07407407407407407,0.04,0.051948051948051945,100.0
0.03333333333333333,0.01,0.015384615384615384,100.0
0.18181818181818182,0.08,0.1111111111111111,100.0
0.12244897959183673,0.18,0.145748987854251,100.0
0.10236220472440945,0.13,0.11453744493392072,100.0
0.11627906976744186,0.05,0.06993006993006994,100.0
0.18867924528301888,0.1,0.13071895424836602,100.0
0.23880597014925373,0.16,0.19161676646706588,100.0
0.17567567567567569,0.26,0.20967741935483875,100.0
0.13114754098360656,0.08,0.09937888198757765,100.0
0.07692307692307693,0.02,0.03174603174603175,100.0
0.16666666666666666,0.05,0.07692307692307691,100.0
0.07881773399014778,0.16,0.10561056105610563,100.0
0.1472,0.1472,0.1472,0.1472
0.14608493880205706,0.1472,0.1300313226389185,10000.0
0.14608493880205706,0.1472,0.1300313226389185,10000.0
