precision,recall,f1-score,support
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0625,0.01,0.01724137931034483,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.03389830508474576,0.06,0.043321299638989175,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.00423728813559322,0.01,0.005952380952380952,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.038882138517618466,0.96,0.07473725184896846,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.023255813953488372,0.01,0.013986013986013986,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.017361111111111112,0.05,0.02577319587628866,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.026041666666666668,0.05,0.03424657534246575,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.04310344827586207,0.05,0.0462962962962963,100.0
0.0034522439585730723,0.03,0.006191950464396284,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.18705035971223022,0.26,0.2175732217573222,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.06451612903225806,0.02,0.030534351145038167,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.015873015873015872,0.01,0.012269938650306749,100.0
0.0,0.0,0.0,100.0
0.008928571428571428,0.01,0.009433962264150945,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.01818181818181818,0.01,0.012903225806451611,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.023088023088023088,0.8,0.04488078541374474,100.0
0.0,0.0,0.0,100.0
0.04,0.07,0.05090909090909091,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.06118546845124283,0.32,0.10272873194221509,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.009823182711198428,0.05,0.016420361247947452,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0,0.0,0.0,100.0
0.0278,0.0278,0.0278,0.0278
0.006813785841820168,0.027800000000000002,0.007654000128524123,10000.0
0.006813785841820168,0.0278,0.007654000128524123,10000.0
